id,label,image_date,image_id,direction
23163,Grassland,2017-10-11,516219202711869,right
23163,Grassland,2017-10-11,216111800002393,right
23163,Grassland,2017-10-11,329817145173683,right
23163,Grassland,2017-10-11,246597220576810,right
23163,Grassland,2017-10-11,522051202294676,right
23163,Grassland,2017-10-11,465296848110216,right
23163,Grassland,2017-10-11,341232260680137,right
23163,Grassland,2017-10-11,493670932067315,right
23163,Grassland,2017-10-11,214189373558488,right
23163,Grassland,2017-10-11,466818274622864,right
23163,Grassland,2017-10-11,305923184475049,right
23163,Grassland,2017-10-11,540194003641013,right
23163,Grassland,2017-10-11,484389412799825,right
23163,Grassland,2017-10-11,1147603556065498,right
23825,Grassland,2017-10-11,4083675138353455,right
23825,Grassland,2017-10-11,1392275941131889,right
23825,Grassland,2017-10-11,474481127218570,right
23825,Grassland,2017-10-11,509246290108418,right
23825,Grassland,2017-10-11,242993584253091,right
23825,Grassland,2017-10-11,2979237802308317,right
23825,Grassland,2017-10-11,292887879211738,right
21891,Grassland,2017-07-05,4343622912317631,right
21891,Grassland,2017-07-05,176031394309678,right
443,Grassland,2017-07-05,287434033111244,right
443,Grassland,2017-07-05,288957052946821,right
443,Grassland,2017-07-05,373780133971767,right
443,Grassland,2017-07-05,491511288637451,right
443,Grassland,2017-07-05,215276740112261,right
443,Grassland,2017-07-05,324576752427317,right
443,Grassland,2017-07-05,1374673426227571,right
443,Grassland,2017-07-05,306861154180425,right
443,Grassland,2017-07-05,521207965924531,right
443,Grassland,2017-07-05,215582870069966,right
443,Grassland,2017-07-05,536743060825389,right
443,Grassland,2017-07-05,203229731448679,right
23732,Grassland,2017-07-05,2885509061778052,right
23732,Grassland,2017-07-05,459115708727060,right
23732,Grassland,2017-07-05,131906175641892,right
23732,Grassland,2017-07-05,140832931394628,right
10551,Grassland,2017-07-05,474251107128257,right
10551,Grassland,2017-07-05,344435653682811,right
10551,Grassland,2017-07-05,516216049401450,right
10551,Grassland,2017-07-05,299021715159962,right
10551,Grassland,2017-07-05,220601493202593,right
10551,Grassland,2017-07-05,388153735650137,right
10551,Grassland,2017-07-05,267644411763246,right
10551,Grassland,2017-07-05,460438581716167,right
10551,Grassland,2017-07-05,3507704859332803,right
10551,Grassland,2017-07-05,319962196227642,right
10551,Grassland,2017-07-05,296440571952715,right
566,Grassland,2017-08-02,483718666201471,right
566,Grassland,2017-07-03,4200130606705035,left
566,Grassland,2017-07-03,165873208786318,left
566,Grassland,2017-08-05,482682946515936,left
566,Grassland,2017-08-02,290493445966376,right
566,Grassland,2017-08-02,1843985999114270,right
566,Grassland,2017-07-03,200258358580185,left
566,Grassland,2017-07-03,1907421406078130,left
566,Grassland,2017-08-05,469961820756893,left
566,Grassland,2017-08-05,585224512459520,left
566,Grassland,2017-07-03,1396614304033050,left
566,Grassland,2017-08-05,509193553595501,left
566,Grassland,2017-08-05,323896702440927,left
566,Grassland,2017-08-02,493588158353490,right
566,Grassland,2017-08-05,589231325371763,left
566,Grassland,2017-08-05,312405646938555,left
566,Grassland,2017-07-03,281950647002296,left
566,Grassland,2017-08-02,381671946408275,right
566,Grassland,2017-08-05,488438428938563,left
566,Grassland,2017-08-02,5495947433811264,right
566,Grassland,2017-08-05,2560486097592889,left
566,Grassland,2017-08-05,223995635744570,left
566,Grassland,2017-08-05,485317976247816,left
566,Grassland,2017-07-03,155862373152885,left
566,Grassland,2017-07-03,220072296586936,left
566,Grassland,2017-08-05,3205930889696183,left
566,Grassland,2017-07-03,225619328905901,left
566,Grassland,2017-07-03,205057037923955,left
566,Grassland,2017-07-03,305857517922580,left
566,Grassland,2017-08-05,218184923095592,left
566,Grassland,2017-08-05,312065867095244,left
566,Grassland,2017-08-05,246992267162627,left
566,Grassland,2017-08-02,507409796973940,right
566,Grassland,2017-08-05,520743715596745,left
566,Grassland,2017-07-03,303989364680263,left
566,Grassland,2017-08-05,252144143355276,left
566,Grassland,2017-08-05,471454343942018,left
566,Grassland,2017-07-03,5431388593601713,left
566,Grassland,2017-08-05,377780100184270,left
566,Grassland,2017-07-03,462207251552786,left
566,Grassland,2017-07-03,283958400049544,left
566,Grassland,2017-07-03,292713675857242,left
566,Grassland,2017-07-03,137029691796441,left
566,Grassland,2017-08-05,588510808700831,left
566,Grassland,2017-07-03,1723174154537213,left
566,Grassland,2017-08-05,470872967529460,left
566,Grassland,2017-08-05,172818511398290,left
566,Grassland,2017-07-03,273364957862699,left
566,Grassland,2017-08-05,133011375538890,left
566,Grassland,2017-07-03,305549504356208,left
566,Grassland,2017-07-03,196176149002587,left
566,Grassland,2017-08-05,310008890701427,left
566,Grassland,2017-08-05,643839913681587,left
566,Grassland,2017-08-02,2194656050675310,right
566,Grassland,2017-07-03,299556274997570,left
566,Grassland,2017-07-03,394732674876439,left
566,Grassland,2017-07-03,3948608931861028,left
566,Grassland,2017-08-05,214332073557881,left
566,Grassland,2017-08-05,271669028016246,left
566,Grassland,2017-07-03,228175252410448,left
566,Grassland,2017-08-05,305231967821823,left
566,Grassland,2017-08-05,307872390890457,left
566,Grassland,2017-08-02,506358973830701,right
566,Grassland,2017-07-03,465733897719470,left
566,Grassland,2017-07-03,474691003759011,left
566,Grassland,2017-08-02,2594408660865090,right
566,Grassland,2017-07-03,3833029146733003,left
566,Grassland,2017-07-03,208806634166838,left
566,Grassland,2017-08-05,3921623061288885,left
566,Grassland,2017-07-03,301928024806763,left
566,Grassland,2017-07-03,480550739732855,left
566,Grassland,2017-08-05,3652824654829331,left
566,Grassland,2017-07-03,217662896495392,left
566,Grassland,2017-07-03,383425529522190,left
566,Grassland,2017-07-03,468313917761122,left
566,Grassland,2017-08-05,506002713861994,left
566,Grassland,2017-08-05,330387151759101,left
566,Grassland,2017-08-02,317039509806403,right
566,Grassland,2017-08-02,583168799330690,right
566,Grassland,2017-08-05,504177990767693,left
566,Grassland,2017-08-02,240518231163051,right
566,Grassland,2017-08-05,1194398444354405,left
566,Grassland,2017-08-05,4364997596910864,left
566,Grassland,2017-08-05,272944907890078,left
566,Grassland,2017-08-02,526710628738627,right
566,Grassland,2017-08-02,2278659185602509,right
566,Grassland,2017-08-02,578716710187476,right
566,Grassland,2017-08-05,535773974098370,left
566,Grassland,2017-08-05,3654463374665696,left
566,Grassland,2017-08-05,269605818226083,left
566,Grassland,2017-08-05,310497140682648,left
566,Grassland,2017-08-02,3049733951936986,right
566,Grassland,2017-07-03,499557054630399,left
566,Grassland,2017-08-05,252381893240740,left
566,Grassland,2017-08-02,192222079295383,right
566,Grassland,2017-08-05,3165315827035195,left
42433,Grassland,2017-08-05,2046636302153112,right
42433,Grassland,2017-08-02,467818481151021,left
42433,Grassland,2017-07-03,314962710026189,right
42433,Grassland,2017-08-02,5544641395606896,left
42433,Grassland,2017-07-03,227071122512281,right
502,Grassland,2017-08-02,544601000040631,left
502,Grassland,2017-08-02,373356997334449,left
502,Grassland,2017-08-02,206290197971993,left
502,Grassland,2017-08-02,493588158353490,left
502,Grassland,2017-08-02,507409796973940,left
502,Grassland,2017-08-02,4315293815157354,left
502,Grassland,2017-08-02,202204771565769,left
502,Grassland,2017-08-02,506358973830701,left
502,Grassland,2017-08-02,192222079295383,left
47287,Grassland,2017-07-05,476636620118726,left
47287,Grassland,2017-07-05,373989467270943,left
45828,Grassland,2017-07-05,1389850301397085,left
22027,Grassland,2017-07-05,471423407296959,left
44850,Grassland,2017-07-05,467447687824172,left
23944,Grassland,2017-07-05,300996168396658,left
23944,Grassland,2017-07-05,451247489504718,left
23947,Grassland,2017-07-05,373762800632161,left
28687,Grassland,2017-08-13,308240164016492,left
6162,Grassland,2017-08-13,247283913858730,right
6162,Grassland,2017-08-13,334963877973076,right
12501,Grassland,2017-08-13,306167204221571,right
43926,Grassland,2017-08-13,370992187678025,right
43926,Grassland,2017-08-13,378223950126497,right
42593,Grassland,2017-04-20,1876996939138008,right
38352,Grassland,2017-08-05,476598686910952,right
38352,Grassland,2017-08-05,522462125432519,right
38352,Grassland,2017-08-05,586295545688473,right
38352,Grassland,2017-08-05,2783772095269219,right
38352,Grassland,2017-08-05,2979251185687386,right
38352,Grassland,2017-08-05,194634742484282,right
38352,Grassland,2017-08-05,517851379254797,right
38352,Grassland,2017-08-05,1369273676780006,right
38354,Grassland,2017-08-05,1923691581121998,right
38354,Grassland,2017-08-05,491332602187897,right
38354,Grassland,2017-08-05,313142377023631,right
40300,Grassland,2017-08-02,496646441479933,right
22142,Grassland,2017-08-02,480934493124329,right
38349,Grassland,2017-08-05,284963713270479,right
38349,Grassland,2017-08-05,506490020502667,right
38349,Grassland,2017-08-05,221165766081865,right
38349,Grassland,2017-08-05,281104180425486,right
38349,Grassland,2017-08-05,5425919954149691,right
38349,Grassland,2017-08-05,4279309532079941,right
38349,Grassland,2017-08-05,215244643449332,right
38349,Grassland,2017-08-05,462036154863302,right
38349,Grassland,2017-08-05,471474510576876,right
38349,Grassland,2017-08-05,292543329257251,right
38349,Grassland,2017-08-05,342161290593581,right
38349,Grassland,2017-08-05,3024588101107134,right
38349,Grassland,2017-08-05,219911532904243,right
38349,Grassland,2017-08-05,471258927425384,right
38349,Grassland,2017-08-05,210086024263343,right
38349,Grassland,2017-08-05,2037523936405027,right
38349,Grassland,2017-08-05,549959472670896,right
38349,Grassland,2017-08-05,270833918108814,right
24481,Grassland,2017-08-05,314322633404644,right
24481,Grassland,2017-08-05,558393425142013,right
24481,Grassland,2017-08-05,268872101634005,right
24481,Grassland,2017-08-05,3897650257020871,right
24481,Grassland,2017-08-05,432236004893210,right
24481,Grassland,2017-08-05,2810994589214830,right
24481,Grassland,2017-08-05,516219899530592,right
24481,Grassland,2017-08-05,453482439081676,right
24481,Grassland,2017-08-05,1363207544048495,right
24481,Grassland,2017-08-05,303231287935188,right
24481,Grassland,2017-08-05,283845206712089,right
24481,Grassland,2017-08-05,583176452654349,right
29741,Grassland,2017-08-05,124801212957051,right
29741,Grassland,2017-08-05,2830078790566282,right
29741,Grassland,2017-08-05,486995752498949,right
29741,Grassland,2017-08-05,4306066629417047,right
29741,Grassland,2017-08-05,301194571491588,right
29741,Grassland,2017-08-05,308638730703107,right
34080,Grassland,2017-08-02,3919858758101037,right
34080,Grassland,2017-08-02,298089518437933,right
34080,Grassland,2017-08-02,2279939712138356,right
22706,Grassland,2017-08-02,481601013259622,right
22706,Grassland,2017-08-02,479365356512468,right
22036,Grassland,2017-08-02,480947689817301,right
22036,Grassland,2017-08-02,483424779773393,right
34084,Grassland,2017-08-02,3094959274067957,right
34084,Grassland,2017-08-02,423380575589672,right
40302,Grassland,2017-08-02,566418084334094,right
40302,Grassland,2017-08-02,2525243200933275,right
2425,Grassland,2017-08-02,265457105316274,right
2425,Grassland,2017-08-02,450448129378445,right
2425,Grassland,2017-08-02,2917594071843764,right
2416,Grassland,2017-08-02,215234270107619,right
2416,Grassland,2017-08-02,4322558231096552,right
2416,Grassland,2017-08-02,493189915332299,right
30105,Grassland,2017-08-05,323495259199745,right
30105,Grassland,2017-08-05,369215124514509,right
30105,Grassland,2017-08-05,291033946090538,right
30105,Grassland,2017-08-05,470276044035392,right
2417,Grassland,2017-08-02,313600836801190,right
2417,Grassland,2017-08-02,304669811260230,right
22101,Grassland,2017-08-02,581026456131355,right
22101,Grassland,2017-08-02,3050508748513841,right
22101,Grassland,2017-08-02,309114257445652,right
22101,Grassland,2017-08-02,510391086999350,right
40584,Grassland,2017-08-02,494608058645626,right
40584,Grassland,2017-08-02,490141075560641,right
40584,Grassland,2017-08-02,3915851681866926,right
2422,Grassland,2017-08-02,291003762572738,right
2422,Grassland,2017-08-02,3942456145801725,right
2422,Grassland,2017-08-02,612424393486669,right
2422,Grassland,2017-08-02,296994715184366,right
34081,Grassland,2017-08-02,206720631082107,right
34081,Grassland,2017-08-02,381553843066700,right
34081,Grassland,2017-08-02,178125370848040,right
34081,Grassland,2017-08-02,464125031467913,right
40301,Grassland,2017-08-02,473382123870261,right
40301,Grassland,2017-08-02,214753220169608,right
40301,Grassland,2017-08-02,589727735321901,right
22144,Grassland,2017-08-02,300582191661558,right
22144,Grassland,2017-08-02,255938166273786,right
22144,Grassland,2017-08-02,481612036516369,right
22144,Grassland,2017-08-02,328977945330063,right
2424,Grassland,2017-08-02,3738066306320635,right
2420,Grassland,2017-08-02,313895223642466,right
2420,Grassland,2017-08-02,468304930918673,right
22100,Grassland,2017-08-02,222513352975677,right
22100,Grassland,2017-08-02,2586911138272477,right
22100,Grassland,2017-08-02,520039922494515,right
22102,Grassland,2017-08-02,271171308077982,right
22102,Grassland,2017-08-02,375801627115323,right
22102,Grassland,2017-08-02,286708769666947,right
51385,Grassland,2017-08-02,467847277635248,right
44432,Grassland,2017-08-02,201030345196145,right
44432,Grassland,2017-08-02,468270574405726,right
44432,Grassland,2017-08-02,3003434989892648,right
44432,Grassland,2017-08-02,454668968944530,right
40303,Grassland,2017-08-02,268506851681603,right
40303,Grassland,2017-08-02,508240543648475,right
40303,Grassland,2017-08-02,2209944992473636,right
34088,Grassland,2017-08-02,234925685070811,right
34088,Grassland,2017-08-02,370946107656043,right
31027,Grassland,2017-08-02,186423703341995,right
31027,Grassland,2017-08-02,215733636732465,right
31027,Grassland,2017-08-02,521912072142457,right
40002,Grassland,2017-10-11,350605169818250,right
40002,Grassland,2017-10-11,4208845029172728,right
40002,Grassland,2017-10-11,578683113081548,right
40002,Grassland,2017-10-11,469026157490297,right
46274,Grassland,2017-10-11,320582509429279,right
46274,Grassland,2017-10-11,265609978638271,right
46274,Grassland,2017-10-11,485894709286326,right
46274,Grassland,2017-10-11,3404382412996937,right
46274,Grassland,2017-10-11,215576490065889,right
46274,Grassland,2017-10-11,5651287784946206,right
46274,Grassland,2017-10-11,3835112663281930,right
46274,Grassland,2017-10-11,1234246883640338,right
46274,Grassland,2017-10-11,502089650939890,right
46274,Grassland,2017-10-11,526650958508292,right
28819,Grassland,2017-10-11,466206944668975,right
28819,Grassland,2017-10-11,484655132738254,right
28819,Grassland,2017-10-11,312155403697492,right
28819,Grassland,2017-10-11,135032268651362,right
28819,Grassland,2017-10-11,219812412897428,right
28819,Grassland,2017-10-11,4137938569596466,right
28819,Grassland,2017-10-11,528805724953823,right
28819,Grassland,2017-10-11,2998000583817521,right
28819,Grassland,2017-10-11,293836019032895,right
28819,Grassland,2017-10-11,4194608393922909,right
46554,Grassland,2017-10-11,207072377890190,right
46554,Grassland,2017-10-11,485515932502280,right
46554,Grassland,2017-10-11,541335193920624,right
46554,Grassland,2017-10-11,479793406431028,right
46554,Grassland,2017-10-11,569769600667676,right
22674,Grassland,2017-04-29,291526815849606,right
28580,Grassland,2017-10-11,502487660791932,right
28580,Grassland,2017-10-11,470421340728763,right
28580,Grassland,2017-10-11,4152971758096785,right
28580,Grassland,2017-10-11,1019164278617503,right
28580,Grassland,2017-10-11,590638158563563,right
28580,Grassland,2017-10-11,457957645474447,right
48366,Grassland,2017-04-29,2902011593461920,right
8519,Grassland,2017-10-11,309041374151833,left
8519,Grassland,2017-10-11,502998594080312,left
8519,Grassland,2017-10-11,306897500904574,left
8519,Grassland,2017-10-11,479451963268273,left
8519,Grassland,2017-10-11,507223486981629,left
38513,Grassland,2017-09-07,196353278995372,right
20185,Grassland,2017-09-07,198412992096630,right
33681,Grassland,2017-09-07,467658144349211,left
33681,Grassland,2017-09-07,516626222702361,left
33681,Grassland,2017-09-07,307777744061675,left
33681,Grassland,2017-09-07,2955807281307980,left
33681,Grassland,2017-09-07,3626630480894583,left
31972,Grassland,2017-09-07,389637922170750,left
31972,Grassland,2017-09-07,3666627506798684,left
31972,Grassland,2017-09-07,332231624997583,left
31972,Grassland,2017-09-07,474033130594647,left
41836,Grassland,2017-09-07,293492342381880,left
41836,Grassland,2017-09-07,491868858823015,left
24829,Grassland,2017-09-07,2928997034026378,left
24829,Grassland,2017-09-07,194707409162355,left
24829,Grassland,2017-09-07,192616889347709,left
6873,Grassland,2017-09-07,282062353617810,left
2599,Grassland,2017-09-07,519785335710688,left
2599,Grassland,2017-09-07,475413073572236,left
2599,Grassland,2017-09-07,1733406336830977,left
52935,Grassland,2017-09-07,131664442334980,left
52935,Grassland,2017-09-07,2976382646014969,left
52935,Grassland,2017-09-07,216466066642553,left
11234,Grassland,2017-09-07,215552463404284,left
11234,Grassland,2017-09-07,4551800038181060,left
11234,Grassland,2017-09-07,2206690529465305,left
38161,Grassland,2017-09-07,500844074699582,left
38161,Grassland,2017-09-07,179679410688460,left
25130,Grassland,2017-09-07,454494912313627,left
25130,Grassland,2017-09-07,1155678271572705,left
25130,Grassland,2017-09-07,465020531426669,left
2751,Grassland,2017-09-07,294811609025720,left
2751,Grassland,2017-09-07,1118013962031848,left
43780,Grassland,2017-09-07,497661981664957,left
43780,Grassland,2017-09-07,224218375707895,left
36454,Grassland,2017-09-07,295515848874410,left
36454,Grassland,2017-09-07,324351932382532,left
30971,Grassland,2017-09-07,486540136020428,left
30971,Grassland,2017-09-07,323520382698831,left
11912,Grassland,2017-07-03,487877349122339,left
11912,Grassland,2017-07-03,459817505087851,left
11912,Grassland,2017-08-05,613784946244673,left
11912,Grassland,2017-08-05,4028339497233324,left
11912,Grassland,2017-07-03,3967137130046262,left
11912,Grassland,2017-07-03,648297319370993,left
11912,Grassland,2017-08-05,132989635519148,left
11912,Grassland,2017-08-05,454639968966357,left
11912,Grassland,2017-07-03,326127532443679,left
11912,Grassland,2017-07-03,276531204176823,left
11912,Grassland,2017-07-03,465870147843992,left
11912,Grassland,2017-07-03,3973520842724674,left
11912,Grassland,2017-08-05,315562199925330,left
11912,Grassland,2017-08-05,261382972376488,left
11912,Grassland,2017-07-03,275264044293421,left
11912,Grassland,2017-07-03,540808237324912,left
11912,Grassland,2017-08-02,2249793325150790,right
11912,Grassland,2017-08-05,287606989727468,left
560,Grassland,2017-07-03,291629292446254,left
560,Grassland,2017-08-05,306934940957691,left
560,Grassland,2017-08-05,282802963483312,left
560,Grassland,2017-07-03,2916674401937191,left
560,Grassland,2017-08-05,267805255088392,left
560,Grassland,2017-07-03,458213485476831,left
560,Grassland,2017-08-02,283561206811470,right
560,Grassland,2017-07-03,497428061377156,left
560,Grassland,2017-08-05,254528339758579,left
560,Grassland,2017-07-03,298940811842530,left
560,Grassland,2017-08-02,202204771565769,right
560,Grassland,2017-07-03,537590794075561,left
560,Grassland,2017-08-05,547048192950378,left
560,Grassland,2017-07-03,193677565933265,left
560,Grassland,2017-08-05,235271685040665,left
560,Grassland,2017-08-05,536786674375365,left
560,Grassland,2017-07-03,474135510501646,left
560,Grassland,2017-07-03,1098100984021560,left
560,Grassland,2017-08-05,2825639514358837,left
560,Grassland,2017-08-05,281713296981526,left
560,Grassland,2017-08-05,525666351785409,left
560,Grassland,2017-08-05,461184831838338,left
560,Grassland,2017-07-03,3761259980588463,left
560,Grassland,2017-07-03,302869121241778,left
560,Grassland,2017-08-05,218598823054298,left
560,Grassland,2017-07-03,2956026444677222,left
560,Grassland,2017-08-05,481827276272301,left
560,Grassland,2017-08-05,337697291034520,left
560,Grassland,2017-08-05,319214792908916,left
560,Grassland,2017-08-05,2803919326588678,left
560,Grassland,2017-08-05,3756749437781584,left
560,Grassland,2017-07-03,453444549288920,left
560,Grassland,2017-07-03,302093968076784,left
560,Grassland,2017-07-03,496592128358075,left
560,Grassland,2017-07-03,3701779919947537,left
560,Grassland,2017-08-05,302501854716498,left
37309,Grassland,2017-09-07,3700064076772093,left
37309,Grassland,2017-09-07,478287623507052,left
37309,Grassland,2017-09-07,131692639008287,left
1638,Grassland,2017-09-07,283333880179757,left
1638,Grassland,2017-09-07,637026247194216,left
1638,Grassland,2017-09-07,302930404692887,left
1638,Grassland,2017-09-07,301846561519641,left
1638,Grassland,2017-09-07,295618535434580,left
31753,Grassland,2017-09-07,296280078839733,left
47034,Grassland,2017-09-07,2919574451693061,left
47034,Grassland,2017-09-07,521240838874121,left
10438,Grassland,2017-09-07,1079500735875587,left
10438,Grassland,2017-09-07,476485733564697,left
10438,Grassland,2017-09-07,531022511393815,left
10438,Grassland,2017-09-07,214755817119703,left
10438,Grassland,2017-09-07,577092497014549,left
10438,Grassland,2017-09-07,620914715976525,left
4907,Grassland,2017-09-07,280677757062530,left
21761,Grassland,2017-09-07,2345196055624818,left
21761,Grassland,2017-09-07,515332212823143,left
21761,Grassland,2017-09-07,316890183236591,left
21761,Grassland,2017-09-07,218941023011598,left
21141,Grassland,2017-09-07,3925949180829467,left
21141,Grassland,2017-09-07,371371864258294,left
21141,Grassland,2017-09-07,219591386258018,left
21141,Grassland,2017-09-07,373346970689323,left
2172,Grassland,2017-08-02,4171150092948380,right
2172,Grassland,2017-08-05,2321968924613873,left
2172,Grassland,2017-08-02,296177095333821,right
2172,Grassland,2017-07-03,369583484459384,left
2172,Grassland,2017-08-05,504321864330767,left
2172,Grassland,2017-08-05,3893094230797476,left
2172,Grassland,2017-07-03,510258373733218,left
2172,Grassland,2017-08-02,208817580834272,right
562,Grassland,2017-08-05,3496086677158824,left
562,Grassland,2017-08-02,485598372782516,right
562,Grassland,2017-08-02,249533106948280,right
562,Grassland,2017-08-02,205349804559648,right
562,Grassland,2017-08-02,479892096769754,right
26629,Grassland,2017-07-03,3838346059553780,left
26629,Grassland,2017-08-02,2885346081679573,right
26629,Grassland,2017-07-03,252469159985546,left
26629,Grassland,2017-08-02,259393772595696,right
23889,Grassland,2017-09-07,306896827671983,left
23889,Grassland,2017-09-07,457509728887089,left
23889,Grassland,2017-09-07,242377180973570,left
48763,Grassland,2017-09-07,529933411336822,left
48763,Grassland,2017-09-07,300550535012699,left
33246,Grassland,2017-09-07,485319662808912,left
33246,Grassland,2017-09-07,1109621579550119,left
49725,Grassland,2017-07-03,3051625341719618,left
49725,Grassland,2017-08-02,2997571190528113,right
49725,Grassland,2017-08-05,2835551040000898,left
49725,Grassland,2017-07-03,309155623913002,left
9737,Grassland,2017-09-07,2888507151404098,left
5321,Grassland,2017-08-02,3306293646263780,right
5321,Grassland,2017-07-03,615607922655732,left
5321,Grassland,2017-08-05,174538477900256,left
5321,Grassland,2017-08-02,225128538959448,right
46498,Grassland,2017-08-02,257651599382648,right
46498,Grassland,2017-08-02,258683902663012,right
48463,Grassland,2017-08-02,313564997009954,right
48463,Grassland,2017-08-05,2826559880992571,left
48463,Grassland,2017-08-05,265949755214708,left
48468,Grassland,2017-08-02,196530762296391,right
48468,Grassland,2017-08-05,321012302887686,left
48468,Grassland,2017-07-03,514422746583195,left
28610,Grassland,2017-09-07,306565531071453,right
28610,Grassland,2017-09-07,307648300970014,right
28610,Grassland,2017-09-07,461172328280043,right
28610,Grassland,2017-09-07,183747746955909,right
28610,Grassland,2017-09-07,506167730518342,right
28610,Grassland,2017-09-07,476285430262398,right
28610,Grassland,2017-09-07,399860067662588,right
28610,Grassland,2017-09-07,295023172169389,right
28610,Grassland,2017-09-07,2967715100221994,right
28610,Grassland,2017-09-07,455441708878624,right
28610,Grassland,2017-09-07,482136453005498,right
28610,Grassland,2017-09-07,3027669624147156,right
28610,Grassland,2017-09-07,528635674965298,right
36759,Grassland,2017-07-03,1366980757006293,left
36759,Grassland,2017-08-02,465983768013171,right
36759,Grassland,2017-07-03,1177940915986546,left
36759,Grassland,2017-08-02,584024842503506,right
36759,Grassland,2017-08-05,5411383142268888,left
36759,Grassland,2017-08-02,1015900362148056,right
36759,Grassland,2017-07-03,5460240504047111,left
34502,Grassland,2017-08-02,275137707682131,right
34502,Grassland,2017-08-02,419332169255123,right
34502,Grassland,2017-08-02,226148162605979,right
34502,Grassland,2017-07-03,291156289308545,left
21140,Grassland,2017-09-07,2639793602986717,left
21140,Grassland,2017-09-07,310938000418608,left
30760,Grassland,2017-09-07,304509231165332,left
30760,Grassland,2017-09-07,178060730989584,left
30760,Grassland,2017-09-07,473883317206951,left
30094,Grassland,2017-09-07,600164318052343,left
30094,Grassland,2017-09-07,583360776389620,left
30761,Grassland,2017-09-07,276422857418805,left
30761,Grassland,2017-09-07,185390806663808,left
31748,Grassland,2017-08-02,565258404446955,right
31748,Grassland,2017-07-03,508944227153767,left
30759,Grassland,2017-09-07,470996914165403,left
30759,Grassland,2017-09-07,2996897400541730,left
30759,Grassland,2017-09-07,316295506784757,left
30759,Grassland,2017-09-07,319080619602052,left
